2000-03-31,642.3720991441
2000-04-30,643.5300459933
2000-05-31,637.1679543298
2000-06-30,642.1967844373
2000-07-31,637.6499721146
2000-08-31,661.7540790224
2000-09-30,651.2793779987
2000-10-31,659.0200640922
2000-11-30,639.1212477134
2000-12-31,653.9384959953
2001-01-31,666.8703258572
2001-02-28,646.7451849657
2001-03-31,671.0412185391
2001-04-30,669.6034370606
2001-05-31,662.2115169596
2001-06-30,666.6432019116
2001-07-31,669.442287072
2001-08-31,689.9754131001
2001-09-30,679.3599864158
2001-10-31,660.1971598645
2001-11-30,679.6552859521
2001-12-31,661.6816674653
2002-01-31,672.5395241543
2002-02-28,681.9706212777
2002-03-31,684.2187619078
2002-04-30,693.9451549587
2002-05-31,669.3433999746
2002-06-30,691.773797991
2002-07-31,690.4505929578
2002-08-31,673.9943868281
2002-09-30,694.1002204894
2002-10-31,682.8976582424
2002-11-30,665.447977015
2002-12-31,679.1910774619
2003-01-31,673.1275902779
2003-02-28,669.7393692082
2003-03-31,668.0894706022
2003-04-30,676.5662724846
2003-05-31,686.8922816604
2003-06-30,666.9476066688
2003-07-31,688.9669433088
2003-08-31,659.0554610504
2003-09-30,667.7205037098
2003-10-31,669.8209547149
2003-11-30,683.4119029087
2003-12-31,676.3906031148
2004-01-31,656.4781699965
2004-02-29,683.6822952291
2004-03-31,683.5415780962
2004-04-30,662.8047924791
2004-05-31,678.9513767881
2004-06-30,683.5541178057
2004-07-31,656.378060513
2004-08-31,657.7686316452
2004-09-30,679.3188800439
2004-10-31,672.1291899553
2004-11-30,661.6273904515
2004-12-31,676.6502412957
2005-01-31,665.2529123017
2005-02-28,691.2175137602
2005-03-31,674.1348596545
2005-04-30,675.6737253917
2005-05-31,685.8512199254
2005-06-30,679.8329295023
2005-07-31,677.8868241194
2005-08-31,682.6959840705
2005-09-30,677.5536146895
2005-10-31,677.3816154831
2005-11-30,675.9910441377
2005-12-31,689.2532411736
2006-01-31,706.9018786961
2006-02-28,706.2575731675
2006-03-31,691.2997357682
2006-04-30,708.4045251004
2006-05-31,693.5773473835
2006-06-30,724.517559859
2006-07-31,726.4970284865
2006-08-31,705.5012587239
2006-09-30,718.1656912364
2006-10-31,713.8645861412
2006-11-30,706.7429554466
2006-12-31,738.4288710859
2007-01-31,734.6933974088
2007-02-28,738.7266132391
2007-03-31,730.0504703854
2007-04-30,747.1511247652
2007-05-31,742.87090837
2007-06-30,723.8841202729
2007-07-31,726.079806442
2007-08-31,750.2473068094
2007-09-30,753.2425851546
2007-10-31,730.8342502563
2007-11-30,743.4718192593
2007-12-31,750.2636076375
2008-01-31,729.5270983258
2008-02-29,758.4673915279
2008-03-31,749.9920671173
2008-04-30,730.957164643
2008-05-31,742.5866907074
2008-06-30,739.6554400132
2008-07-31,761.6107389957
2008-08-31,736.7594887562
2008-09-30,756.0235719859
2008-10-31,729.1846558319
2008-11-30,725.9704811325
2008-12-31,748.8913897733
2009-01-31,739.2176649714
2009-02-28,732.5085982864
2009-03-31,711.7770990132
2009-04-30,720.2960821266
2009-05-31,705.1480429384
2009-06-30,704.1971032193
2009-07-31,705.4805425274
2009-08-31,694.0873155228
2009-09-30,700.9627297659
2009-10-31,697.6918597537
2009-11-30,690.4188610687
2009-12-31,658.8750114571
2010-01-31,676.1442247789
2010-02-28,668.9723006735
2010-03-31,675.0347523666
2010-04-30,682.7402692039
2010-05-31,701.2701151183
2010-06-30,676.971318842
2010-07-31,691.654444191
2010-08-31,674.9237908086
2010-09-30,706.3831680056
2010-10-31,674.7165079117
2010-11-30,690.446567225
2010-12-31,691.8019736671
2011-01-31,701.5393941191
2011-02-28,687.5739931275
2011-03-31,678.6128905788
2011-04-30,679.1358358203
2011-05-31,676.3281491887
2011-06-30,681.6521407253
2011-07-31,703.4973529817
2011-08-31,681.6177221305
2011-09-30,678.6875885118
2011-10-31,676.9819838511
2011-11-30,679.4569150907
2011-12-31,686.0564008969
2012-01-31,705.0585578851
2012-02-29,680.0522161143
2012-03-31,685.6651547394
2012-04-30,713.4785130646
2012-05-31,705.857529814
2012-06-30,702.4118183019
2012-07-31,695.9178297669
2012-08-31,707.754357553
2012-09-30,716.9942242279
2012-10-31,697.8400946504
2012-11-30,712.5509104386
2012-12-31,694.5313773749
2013-01-31,716.178780202
2013-02-28,707.0381794261
2013-03-31,703.2843436311
2013-04-30,714.1340818478
2013-05-31,734.5147953605
2013-06-30,712.8304621902
2013-07-31,739.5249043036
2013-08-31,744.0435733874
2013-09-30,726.1899957207
2013-10-31,737.7425888069
2013-11-30,736.0780580048
2013-12-31,760.7621732247
2014-01-31,755.135786161
2014-02-28,768.9371344435
2014-03-31,747.2603744874
2014-04-30,744.024804337
2014-05-31,750.5499322639
2014-06-30,765.0263785521
2014-07-31,747.8941170891
2014-08-31,776.6143409763
2014-09-30,757.6158653599
2014-10-31,752.7340245193
2014-11-30,789.2911164508
2014-12-31,791.6649523413
2015-01-31,785.592681023
2015-02-28,784.0675577671
2015-03-31,777.9059247227
2015-04-30,797.7188551243
2015-05-31,802.2987754358
2015-06-30,798.802555602
2015-07-31,797.3257894361
2015-08-31,799.1596100674
2015-09-30,832.9904315257
2015-10-31,834.9303138334
2015-11-30,821.9777287951
2015-12-31,839.5675659242
2016-01-31,849.7877409941
2016-02-29,854.1033006174
